match_id,mes,y,p_mercado,p_pc,Avg>2.5,Avg<2.5,p_28,p_A,p_B
1183992829,2025-09,1,0.5241935483870968,0.6029776674937966,1.77,1.95,0.52632356,0.53122854,0.48771945
1183618389,2025-09,1,0.47074468085106375,0.5498721227621484,1.99,1.77,0.41831914,0.40289608,0.37934834
1180959865,2025-09,0,0.6938775510204082,0.7096774193548387,1.35,3.06,0.69609284,0.728817,0.7329457
1180958163,2025-09,0,0.46153846153846156,0.45897435897435895,2.03,1.74,0.5560764,0.5092145,0.5151197
1180961567,2025-09,0,0.5319148936170213,0.5115089514066496,1.76,2.0,0.5393437,0.56219304,0.53638655
1180955610,2025-09,1,0.5396825396825397,0.5295629820051414,1.74,2.04,0.62967336,0.638404,0.6448337
1181467912,2025-09,1,0.6327543424317617,0.6897321428571429,1.48,2.55,0.6137282,0.6474571,0.59507895
1173534890,2025-09,1,0.6055979643765903,0.6102941176470588,1.55,2.38,0.64980096,0.6531347,0.66789275
1172586876,2025-09,0,0.5106382978723405,0.4936061381074168,1.84,1.92,0.32520172,0.36176175,0.33008647
1183994531,2025-09,1,0.5519999999999999,0.5818639798488666,1.68,2.07,0.5764569,0.63442117,0.60841095
1183991127,2025-09,1,0.38071065989847713,0.37288135593220334,2.44,1.5,0.49753022,0.4167563,0.41928276
1183619240,2025-09,0,0.421875,0.3695652173913044,2.22,1.62,0.50991124,0.4778823,0.53068906
1180960716,2025-09,1,0.5358090185676393,0.5645569620253165,1.75,2.02,0.650168,0.64581,0.6124232
1172584323,2025-09,0,0.49066666666666664,0.45897435897435895,1.91,1.84,0.53113365,0.5377282,0.5291853
1183990276,2025-09,0,0.40992167101827676,0.3950617283950617,2.26,1.57,0.4183442,0.3790504,0.41120753
1183614985,2025-09,1,0.7133479212253829,0.6666666666666666,1.31,3.26,0.7156432,0.746315,0.77248204
1172587727,2025-09,0,0.41818181818181815,0.37990196078431376,2.24,1.61,0.39919874,0.3721127,0.37222537
1183989425,2025-09,0,0.47708894878706204,0.47814910025706947,1.94,1.77,0.49200335,0.51828253,0.49322376
1172581770,2025-09,0,0.4511873350923483,0.4416243654822335,2.08,1.71,0.51618534,0.4860856,0.47489804
1183616687,2025-09,1,0.41666666666666663,0.40049751243781095,2.24,1.6,0.4005556,0.3377043,0.3526865
1184003041,2025-09,1,0.4312169312169312,0.44132653061224486,2.15,1.63,0.37541386,0.3630956,0.41015553
1181479826,2025-09,0,0.5526315789473685,0.5829145728643217,1.7,2.1,0.6269928,0.603027,0.5704348
1172592833,2025-09,1,0.3688118811881188,0.3832923832923833,2.55,1.49,0.38677537,0.36502185,0.37262747
1180965822,2025-09,0,0.5411140583554377,0.5358974358974359,1.73,2.04,0.4346369,0.46531162,0.41434994
1183623495,2025-09,1,0.5278514588859416,0.5547073791348601,1.78,1.99,0.59279424,0.6108729,0.59928215
1173541698,2025-09,1,0.5891472868217055,0.5597964376590331,1.59,2.28,0.64591247,0.6600593,0.63556737
1183625197,2025-09,1,0.5,0.5487179487179488,1.87,1.87,0.5388254,0.49847388,0.52482414
1172588578,2025-09,1,0.39185750636132316,0.37804878048780494,2.39,1.54,0.41642419,0.3928287,0.394405
1181480677,2025-09,1,0.5854922279792746,0.5920398009950248,1.6,2.26,0.6262199,0.643641,0.64863825
1181477273,2025-09,1,0.5305039787798408,0.5768261964735516,1.77,2.0,0.47502747,0.5192407,0.4969615
1181473869,2025-09,1,0.4986666666666667,0.4974358974358974,1.88,1.87,0.5569019,0.5313498,0.52429
1181478124,2025-09,1,0.7222222222222222,0.7232704402515724,1.3,3.38,0.68387944,0.64812714,0.7225787
1173539145,2025-09,1,0.5729166666666667,0.5825,1.64,2.2,0.55581975,0.53067255,0.53828204
1173544251,2025-09,1,0.4748010610079576,0.48593350383631717,1.98,1.79,0.4784614,0.46866927,0.4418742
1173539996,2025-09,0,0.4840425531914894,0.46410256410256406,1.94,1.82,0.60330284,0.59374464,0.5748284
1173545102,2025-09,1,0.421875,0.4170854271356784,2.22,1.62,0.39922133,0.3274898,0.3654484
1183627750,2025-09,0,0.6783216783216783,0.6720554272517322,1.38,2.91,0.5830091,0.6273145,0.6280316
1183997935,2025-09,1,0.5596816976127321,0.5572519083969466,1.66,2.11,0.5593609,0.64904606,0.65725857
1180968375,2025-09,1,0.47340425531914887,0.48167539267015713,1.98,1.78,0.4940787,0.50245667,0.47156677
