y,pm,liga,28,28 + impacto xG,28 + impacto goles,28 + impacto xG y goles,28 + lesiones
1,0.5517241379310345,Ligue 1,0.60350966,0.60657656,0.68490446,0.6804783,0.60365236
1,0.4721485411140583,Serie A,0.59267604,0.56753796,0.5776143,0.550437,0.5784484
0,0.3974358974358974,La Liga,0.42576417,0.37201887,0.40724778,0.36712474,0.41675743
1,0.5188172043010751,Segunda,0.6458477,0.6032379,0.6255709,0.58652407,0.6358468
1,0.49336870026525204,Premier League,0.45277667,0.45540816,0.46822578,0.4450272,0.4521467
1,0.5253333333333333,Ligue 1,0.56488144,0.51776564,0.5570438,0.5173193,0.5665928
0,0.4281984334203655,Serie A,0.39879033,0.36309835,0.3911497,0.36016473,0.39646634
0,0.4312169312169312,Segunda,0.3305679,0.32242972,0.3431086,0.32588845,0.32265645
0,0.46276595744680854,La Liga,0.46221083,0.46016622,0.44631952,0.4358856,0.44668308
0,0.41818181818181815,Serie A,0.42411393,0.42022642,0.4187706,0.40989843,0.4240357
0,0.5225464190981433,Premier League,0.43368596,0.38217744,0.44620427,0.41244215,0.42645845
0,0.4485488126649077,Premier League,0.5122808,0.46763593,0.53715134,0.5006243,0.5109398
1,0.5306666666666666,Ligue 1,0.6121021,0.59746146,0.57806534,0.57759076,0.61072195
1,0.43569553805774275,Serie A,0.52866745,0.50640583,0.5019292,0.50820386,0.5186909
1,0.5917312661498708,Bundesliga,0.578945,0.5498909,0.5543157,0.5326749,0.5661271
0,0.43569553805774275,La Liga,0.48389435,0.4685049,0.46705604,0.43855253,0.48188058
0,0.4946236559139785,Segunda,0.44647223,0.42203173,0.46116108,0.4476418,0.43649
0,0.47200000000000003,Ligue 1,0.3813864,0.38890475,0.3648312,0.3530962,0.38545305
0,0.49066666666666664,Ligue 1,0.53343123,0.50688136,0.54678756,0.5295714,0.5224426
1,0.6836027713625867,Ligue 1,0.64507973,0.61477023,0.6603104,0.62716246,0.64850396
0,0.6537530266343825,Bundesliga,0.74001545,0.70728385,0.72026163,0.7072199,0.72443074
0,0.5305039787798408,Premier League,0.5572025,0.4989516,0.529387,0.49918118,0.5510456
1,0.4485488126649077,Serie A,0.60247964,0.5808626,0.58738995,0.58119595,0.5894292
1,0.4263157894736842,Segunda,0.5904147,0.5479888,0.6092123,0.5675537,0.60033286
0,0.36724565756823824,La Liga,0.46754473,0.43756247,0.5222209,0.48403797,0.45380554
0,0.3665835411471321,Segunda,0.42352468,0.38429898,0.43339247,0.39356804,0.42399582
0,0.6496350364963503,Bundesliga,0.6977571,0.6641513,0.70904064,0.68908846,0.69052076
1,0.6051282051282051,Serie A,0.6224688,0.5789568,0.59784985,0.56100076,0.62441933
1,0.6116751269035533,La Liga,0.59867513,0.5650074,0.5944883,0.56708163,0.67895496
1,0.5623342175066313,Segunda,0.62159264,0.61455286,0.6291563,0.6307587,0.6234051
0,0.6196473551637279,Ligue 1,0.7039548,0.67189825,0.6700021,0.64321357,0.6863222
0,0.4005167958656331,Segunda,0.46342516,0.45912725,0.43255892,0.4394535,0.46540684
1,0.526595744680851,Serie A,0.56102484,0.50891864,0.5794465,0.5410272,0.54679143
1,0.42597402597402595,La Liga,0.34572133,0.31092995,0.33317298,0.3117407,0.35095432
0,0.5186170212765957,La Liga,0.4560501,0.4294126,0.47786674,0.44664583,0.43659553
1,0.4840425531914894,La Liga,0.35665783,0.345283,0.37450993,0.37395144,0.3551207
1,0.65625,La Liga,0.61307025,0.5667169,0.5855527,0.5338577,0.58563554
0,0.2913907284768212,La Liga,0.31023306,0.26960242,0.27539444,0.24914989,0.30620688
1,0.512,La Liga,0.4456814,0.41336328,0.47690782,0.4363552,0.42274198
0,0.44327176781002636,La Liga,0.61048347,0.61896014,0.58783156,0.58801705,0.6030282
