pid,mes,y,p_mercado,p_pc,cuota_o,cuota_u,p_1,p_3,p_10,p_B10
20577,2025-09,1,0.5188172043010751,0.5167095115681234,1.79,1.93,0.63718396,0.55305475,0.55631673,0.53397816
20578,2025-09,0,0.42931937172774864,0.4552429667519181,2.18,1.64,0.43250614,0.4650383,0.48877722,0.4268511
20579,2025-09,1,0.4721485411140583,0.5498721227621484,1.99,1.78,0.4705723,0.469381,0.4969948,0.4789409
20580,2025-09,0,0.44680851063829785,0.45897435897435895,2.08,1.68,0.54470664,0.55311835,0.46529204,0.4673771
20581,2025-09,1,0.5596816976127321,0.5572519083969466,1.66,2.11,0.48625866,0.562086,0.5373168,0.59208125
20582,2025-09,1,0.5,0.5487179487179488,1.87,1.87,0.56685036,0.55007076,0.49735707,0.49022022
20583,2025-09,0,0.6783216783216783,0.6720554272517322,1.38,2.91,0.6960049,0.64008677,0.73431885,0.7475699
20584,2025-09,1,0.39285714285714285,0.360381861575179,2.38,1.54,0.47670993,0.433455,0.42546016,0.3749552
20585,2025-09,1,0.5345744680851062,0.4668367346938776,1.75,2.01,0.44015774,0.44760656,0.53277224,0.53560334
20586,2025-09,0,0.3974358974358974,0.41000000000000003,2.35,1.55,0.40904912,0.38138986,0.39344123,0.37610722
20587,2025-09,1,0.5253333333333333,0.5307692307692307,1.78,1.97,0.63479775,0.5552131,0.547393,0.53744155
20588,2025-09,1,0.5517241379310345,0.5670886075949367,1.69,2.08,0.49565643,0.54225844,0.53686404,0.54469717
20589,2025-09,0,0.4025974025974026,0.3901234567901235,2.3,1.55,0.42588574,0.37619665,0.3687616,0.38893428
20590,2025-09,1,0.5891472868217055,0.5597964376590331,1.59,2.28,0.6132289,0.5471092,0.54938203,0.592786
20591,2025-09,1,0.47340425531914887,0.48167539267015713,1.98,1.78,0.44101915,0.49297652,0.4694745,0.48472777
20592,2025-09,1,0.39185750636132316,0.37804878048780494,2.39,1.54,0.56743634,0.47663975,0.47523108,0.38357338
20593,2025-09,1,0.5729166666666667,0.5825,1.64,2.2,0.58762246,0.52546465,0.50757295,0.54400367
20594,2025-09,1,0.4986666666666667,0.4974358974358974,1.88,1.87,0.626354,0.52726567,0.5491897,0.5382593
20595,2025-09,1,0.5305039787798408,0.5768261964735516,1.77,2.0,0.5335851,0.52751267,0.5107964,0.5413541
20596,2025-09,1,0.49336870026525204,0.46035805626598464,1.91,1.86,0.47242516,0.49010482,0.47798985,0.4975338
20597,2025-09,1,0.596401028277635,0.6054590570719602,1.57,2.32,0.41571665,0.47052604,0.48917556,0.59048873
20598,2025-09,1,0.421875,0.4170854271356784,2.22,1.62,0.4871758,0.419455,0.43257278,0.41074675
20599,2025-09,1,0.4748010610079576,0.48593350383631717,1.98,1.79,0.6213554,0.44805795,0.46368438,0.4357884
20600,2025-09,0,0.4840425531914894,0.46410256410256406,1.94,1.82,0.4734868,0.5030761,0.49381828,0.5057264
20601,2025-09,1,0.7222222222222222,0.7232704402515724,1.3,3.38,0.56787384,0.5885727,0.5813753,0.63206506
20602,2025-09,1,0.5854922279792746,0.5920398009950248,1.6,2.26,0.44985327,0.5722759,0.5913165,0.6192244
20603,2025-09,1,0.6045918367346939,0.6460807600950119,1.55,2.37,0.6169074,0.62466806,0.6260618,0.6390171
20604,2025-09,1,0.6116751269035533,0.6074074074074073,1.53,2.41,0.6332356,0.62414426,0.6466447,0.5994295
20605,2025-09,1,0.43569553805774275,0.44529262086514,2.15,1.66,0.48931384,0.4880895,0.554834,0.46819577
20606,2025-09,0,0.36724565756823824,0.420654911838791,2.55,1.48,0.5245252,0.5321798,0.46304673,0.39554948
20607,2025-09,0,0.4281984334203655,0.4029850746268657,2.19,1.64,0.45333058,0.4099185,0.4122265,0.38869175
20608,2025-09,0,0.46276595744680854,0.45780051150895135,2.02,1.74,0.42053437,0.44950134,0.481985,0.48173007
20609,2025-09,0,0.43569553805774275,0.43291139240506327,2.15,1.66,0.52799886,0.53922796,0.6096837,0.4844308
20610,2025-09,1,0.4485488126649077,0.4744897959183674,2.09,1.7,0.44477257,0.37929708,0.45309362,0.44128996
20611,2025-09,0,0.41818181818181815,0.4512820512820513,2.24,1.61,0.5237994,0.5454632,0.46508807,0.42663914
20612,2025-09,0,0.4946236559139785,0.48071979434447304,1.88,1.84,0.5478543,0.6063797,0.50868237,0.5289477
20613,2025-09,0,0.5305039787798408,0.5283505154639175,1.77,2.0,0.43560797,0.49300918,0.4839828,0.5174161
20614,2025-09,1,0.5917312661498708,0.6142506142506142,1.58,2.29,0.5605736,0.5389172,0.5607687,0.56402224
20615,2025-09,0,0.6537530266343825,0.595,1.43,2.7,0.74455,0.72882205,0.6654504,0.6611725
20616,2025-09,0,0.6496350364963503,0.6564705882352941,1.44,2.67,0.64844865,0.6968612,0.69969875,0.68768233
20617,2025-09,0,0.5225464190981433,0.5204081632653061,1.8,1.97,0.45532578,0.38824883,0.37602055,0.46081963
20618,2025-09,0,0.4485488126649077,0.43544303797468353,2.09,1.7,0.39102378,0.47634983,0.4693597,0.4794105
20619,2025-09,0,0.4312169312169312,0.4564102564102564,2.15,1.63,0.43702564,0.39856845,0.4019366,0.40717798
20620,2025-09,1,0.5306666666666666,0.5358974358974359,1.76,1.99,0.60101354,0.5990368,0.55239373,0.5457118
20621,2025-09,1,0.6051282051282051,0.6323529411764707,1.54,2.36,0.6462905,0.5369046,0.56201726,0.585345
20622,2025-09,0,0.49066666666666664,0.4318181818181818,1.91,1.84,0.5427603,0.5097386,0.52507496,0.5000685
20623,2025-09,1,0.6836027713625867,0.65807962529274,1.37,2.96,0.63932836,0.6237496,0.55537075,0.66747427
20624,2025-09,1,0.5623342175066313,0.5935162094763092,1.65,2.12,0.53625506,0.5243091,0.56670105,0.59145874
20625,2025-09,0,0.3665835411471321,0.39950372208436724,2.54,1.47,0.34576792,0.4090479,0.42929715,0.37939188
20626,2025-09,1,0.4263157894736842,0.42784810126582273,2.18,1.62,0.58992255,0.48118678,0.5136735,0.4218875
20627,2025-09,0,0.47200000000000003,0.42105263157894735,1.98,1.77,0.47876048,0.52147025,0.4926321,0.47938251
20628,2025-09,0,0.6196473551637279,0.581453634085213,1.51,2.46,0.730433,0.73907006,0.6337541,0.63984174
20629,2025-09,0,0.4005167958656331,0.3595238095238095,2.32,1.55,0.42192203,0.433144,0.43303332,0.39238012
20630,2025-09,1,0.526595744680851,0.4808184143222507,1.78,1.98,0.55311835,0.515847,0.55593455,0.5302733
20631,2025-09,0,0.5186170212765957,0.5140664961636828,1.81,1.95,0.65050685,0.53566706,0.48625317,0.4841575
20632,2025-09,1,0.42597402597402595,0.4231738035264484,2.21,1.64,0.41682404,0.39552936,0.41220507,0.41099983
20633,2025-09,1,0.65625,0.6651162790697673,1.43,2.73,0.6625132,0.6140832,0.6771113,0.62549
20634,2025-09,1,0.4840425531914894,0.4808184143222507,1.94,1.82,0.5876072,0.49849445,0.54010224,0.5000399
20635,2025-09,1,0.512,0.48593350383631717,1.83,1.92,0.5902293,0.60434186,0.56147873,0.51132905
20636,2025-09,0,0.44327176781002636,0.45384615384615384,2.11,1.68,0.66286796,0.57963157,0.5877651,0.49813914
20637,2025-09,0,0.2913907284768212,0.24708171206225685,3.21,1.32,0.38017833,0.33877105,0.38281927,0.28705406
20638,2025-09,1,0.6650717703349281,0.6225490196078431,1.4,2.78,0.5162552,0.4496085,0.69872904,0.74487764
20639,2025-09,0,0.4093264248704664,0.3901234567901235,2.28,1.58,0.36516464,0.407094,0.43017665,0.4075997
20640,2025-09,1,0.8036912751677852,,1.17,4.79,0.67484975,0.7353481,0.7346271,0.80260885
20641,2025-09,0,0.48010610079575594,0.44642857142857145,1.96,1.81,0.37831572,0.48267573,0.48790884,0.46992427
20642,2025-09,1,0.5423280423280423,0.541025641025641,1.73,2.05,0.6167394,0.5915694,0.5395778,0.5612648
20643,2025-09,0,0.38520408163265296,0.37288135593220334,2.41,1.51,0.48186502,0.43144196,0.41591296,0.35204953
20644,2025-09,1,0.5902061855670103,0.5757575757575757,1.59,2.29,0.4790958,0.5022303,0.5013102,0.59793335
20645,2025-09,0,0.5066666666666666,0.526854219948849,1.85,1.9,0.63329947,0.60621583,0.520354,0.53031504
20646,2025-09,1,0.5384615384615384,0.5358974358974359,1.74,2.03,0.50876325,0.5008076,0.52724,0.54984057
20647,2025-09,0,0.5974358974358973,0.5965346534653466,1.57,2.33,0.6267724,0.5878897,0.5323099,0.55494606
20648,2025-09,1,0.5751295336787565,0.5864661654135338,1.64,2.22,0.50963455,0.42186117,0.43721327,0.54421073
20649,2025-09,0,0.6206030150753769,0.6271186440677965,1.51,2.47,0.60550606,0.51466113,0.5181955,0.63709867
20650,2025-09,1,0.6336633663366337,0.6176470588235294,1.48,2.56,0.63220304,0.6827881,0.629068,0.67414105
20651,2025-09,0,0.4905660377358491,0.48071979434447304,1.89,1.82,0.5136515,0.52522093,0.48183122,0.48036838
20652,2025-09,1,0.5826771653543307,0.5864661654135338,1.59,2.22,0.5231093,0.5558154,0.5622735,0.5961752
20653,2025-09,0,0.4025974025974026,0.4376590330788804,2.3,1.55,0.47920814,0.46013546,0.4703847,0.40211302
20654,2025-09,1,0.6186868686868687,0.585,1.51,2.45,0.58915037,0.55735654,0.54366595,0.6247841
20655,2025-09,1,0.4562334217506631,0.46410256410256406,2.05,1.72,0.4433039,0.4772187,0.44520974,0.4518303
20656,2025-09,0,0.7249466950959489,0.6912751677852348,1.29,3.4,0.6511866,0.6314185,0.6381678,0.69894284
20657,2025-09,0,0.4760638297872341,0.4668367346938776,1.97,1.79,0.55669105,0.5575015,0.5516007,0.49411544
20658,2025-09,0,0.53315649867374,0.5115089514066496,1.76,2.01,0.4945497,0.5835616,0.6163321,0.58343184
20659,2025-09,1,0.5106382978723405,0.5,1.84,1.92,0.4503511,0.53557616,0.5372029,0.47681412
20660,2025-09,0,0.3838383838383838,0.37837837837837845,2.44,1.52,0.48435816,0.5097125,0.46292907,0.39079985
20661,2025-09,1,0.5461741424802111,0.5547073791348601,1.72,2.07,0.62867534,0.6975276,0.57856864,0.5927452
20662,2025-09,1,0.48010610079575594,0.4668367346938776,1.96,1.81,0.43831474,0.38134283,0.43723458,0.47700375
20663,2025-09,1,0.657074340527578,0.6409638554216868,1.43,2.74,0.6394193,0.6671758,0.564251,0.59642375
20664,2025-09,0,0.47745358090185674,0.48205128205128206,1.97,1.8,0.47906843,0.4916854,0.45835924,0.42097703
20665,2025-09,0,0.5602094240837696,0.5473145780051151,1.68,2.14,0.47773463,0.5057268,0.4279744,0.5164569
20666,2025-09,1,0.5631578947368422,0.5370843989769821,1.66,2.14,0.51008964,0.5606377,0.512648,0.5201341
20667,2025-09,0,0.3413461538461538,0.309576837416481,2.74,1.42,0.36277214,0.4091126,0.423675,0.3545584
20668,2025-09,0,0.4880000000000001,0.45780051150895135,1.92,1.83,0.58226275,0.50847477,0.49093214,0.47696877
20669,2025-09,1,0.43044619422572183,0.4512820512820513,2.17,1.64,0.45886135,0.4031734,0.4199171,0.42962202
20670,2025-09,0,0.445910290237467,0.46035805626598464,2.1,1.69,0.5028135,0.45855722,0.49378213,0.46590614
20671,2025-09,0,0.40414507772020725,0.3482352941176471,2.3,1.56,0.49590793,0.36967003,0.38168105,0.37735233
20672,2025-09,0,0.5054054054054055,0.4910025706940874,1.83,1.87,0.6879596,0.5534903,0.58327377,0.5282447
20673,2025-09,1,0.4905660377358491,0.48205128205128206,1.89,1.82,0.49485588,0.52169764,0.54509956,0.4949041
20674,2025-09,0,0.4162303664921466,0.46272493573264784,2.23,1.59,0.45477104,0.38622233,0.3971473,0.36558038
20675,2025-09,1,0.4511873350923483,0.420654911838791,2.08,1.71,0.32489887,0.47809714,0.49357015,0.47362718
20676,2025-09,0,0.4932614555256065,0.48843187660668386,1.88,1.83,0.53039753,0.43356976,0.46097773,0.48554507
20677,2025-09,0,0.5253333333333333,0.5089514066496164,1.78,1.97,0.5434686,0.5255331,0.5370248,0.52825177
20678,2025-09,1,0.4447368421052632,0.44897959183673464,2.11,1.69,0.58632886,0.46436495,0.4474197,0.45560837
20679,2025-09,0,0.5917312661498708,0.5645569620253165,1.58,2.29,0.5860032,0.58661234,0.6070644,0.57667613
20680,2025-09,0,0.4787234042553191,0.3985148514851485,1.96,1.8,0.44752663,0.51802653,0.52480733,0.49642855
20681,2025-09,0,0.5398936170212765,0.5510204081632654,1.73,2.03,0.61999124,0.5587198,0.5551664,0.55293757
20682,2025-09,0,0.4813829787234043,0.48849104859335046,1.95,1.81,0.43778127,0.5155584,0.4667933,0.4614779
20683,2025-09,0,0.5476190476190476,0.5594936708860759,1.71,2.07,0.5807527,0.56153035,0.55184793,0.5798361
20684,2025-09,1,0.3684210526315789,0.33333333333333337,2.52,1.47,0.45168608,0.4482828,0.42130184,0.36592242
20685,2025-09,1,0.6116751269035533,0.6157635467980296,1.53,2.41,0.7277153,0.68575394,0.6359727,0.6510259
20686,2025-09,0,0.4511873350923483,0.46410256410256406,2.08,1.71,0.5701417,0.45666218,0.51255405,0.42276454
20687,2025-09,1,0.4523809523809524,0.44132653061224486,2.07,1.71,0.53066456,0.3879251,0.44918507,0.46220747
20688,2025-09,1,0.7133479212253829,0.701098901098901,1.31,3.26,0.67803645,0.74909633,0.7281851,0.76464844
20689,2025-09,0,0.49732620320855614,0.4782608695652174,1.88,1.86,0.53643095,0.49134272,0.5041165,0.50829494
20690,2025-09,1,0.44210526315789467,0.46272493573264784,2.12,1.68,0.46467996,0.45549956,0.506515,0.4351787
20691,2025-09,1,0.37157107231920194,0.40049751243781095,2.52,1.49,0.45936948,0.41864926,0.49021935,0.41693106
20692,2025-09,0,0.4170984455958549,0.42105263157894735,2.25,1.61,0.4794581,0.43010157,0.50308204,0.435188
20693,2025-09,0,0.5906735751295337,0.5833333333333334,1.58,2.28,0.48912922,0.5865962,0.53617036,0.5590508
20694,2025-09,1,0.40826873385012924,0.3753026634382567,2.29,1.58,0.5615488,0.3892383,0.44191805,0.38554674
20695,2025-09,1,0.4281984334203655,0.4114713216957606,2.19,1.64,0.44174725,0.41013265,0.47223788,0.46516824
20696,2025-09,0,0.49202127659574474,0.4871794871794872,1.91,1.85,0.51162064,0.43190557,0.4549014,0.43069172
20697,2025-09,0,0.49729729729729727,0.493573264781491,1.86,1.84,0.48784584,0.47823128,0.50951684,0.5095538
20698,2025-09,1,0.44708994708994704,0.4089775561097257,2.09,1.69,0.6134385,0.53542817,0.45122138,0.45557436
20699,2025-10,0,0.5578947368421052,0.5396419437340153,1.68,2.12,0.57745355,0.56926095,0.5693979,0.5828149
20700,2025-10,1,0.2984409799554566,0.290948275862069,3.15,1.34,0.4793952,0.39975336,0.36560178,0.265115
20701,2025-10,0,0.421875,0.4114713216957606,2.22,1.62,0.37255174,0.37271968,0.43634063,0.4327086
20702,2025-10,1,0.48941798941798953,0.47959183673469385,1.93,1.85,0.47779256,0.4320732,0.4245769,0.44566974
20703,2025-10,0,0.6126582278481012,0.6142506142506142,1.53,2.42,0.61656785,0.6200664,0.63125837,0.65024406
20704,2025-10,0,0.3943298969072165,0.4170854271356784,2.35,1.53,0.5322198,0.38445812,0.42316204,0.39682773
20705,2025-10,0,0.5322580645161289,0.5461538461538462,1.74,1.98,0.5266031,0.5099956,0.54544735,0.5388791
20706,2025-10,1,0.5186170212765957,0.5345268542199487,1.81,1.95,0.6274994,0.5226799,0.5216573,0.56342536
20707,2025-10,0,0.5013333333333333,0.46938775510204084,1.87,1.88,0.5234019,0.51873463,0.535864,0.5078458
20708,2025-10,1,0.5880829015544041,0.5910224438902744,1.59,2.27,0.5215716,0.5618355,0.6406212,0.6066753
20709,2025-10,1,0.5514511873350924,0.5470737913486006,1.7,2.09,0.5931583,0.49516487,0.5362341,0.5629375
20710,2025-10,0,0.6902050113895215,0.7161016949152542,1.36,3.03,0.6393698,0.6976038,0.6364941,0.7040427
20711,2025-10,0,0.5358090185676393,0.5535714285714286,1.75,2.02,0.56487274,0.67298555,0.6645545,0.5671319
20712,2025-10,0,0.5384615384615384,0.5707070707070707,1.74,2.03,0.54461783,0.5796218,0.57472515,0.53673667
20713,2025-10,1,0.6370370370370371,0.6182266009852216,1.47,2.58,0.73910797,0.6677116,0.7253026,0.6972111
20714,2025-10,0,0.5384615384615384,0.5280612244897959,1.74,2.03,0.54059726,0.5300959,0.5366535,0.54152477
20715,2025-10,0,0.4383202099737532,0.4156171284634761,2.14,1.67,0.41837674,0.38426042,0.43101868,0.42949444
20716,2025-10,1,0.45502645502645506,0.44897959183673464,2.06,1.72,0.51273215,0.51879865,0.5581075,0.53737956
20717,2025-10,1,0.5,0.49487179487179483,1.89,1.89,0.47782645,0.45119578,0.48204833,0.51487994
20718,2025-10,1,0.43044619422572183,0.41854636591478694,2.17,1.64,0.6371546,0.52417576,0.5220898,0.4333532
20719,2025-10,1,0.4880000000000001,0.4846153846153846,1.92,1.83,0.43405676,0.4511543,0.46070242,0.51264393
20720,2025-10,0,0.4281984334203655,0.4552429667519181,2.19,1.64,0.42621797,0.49730787,0.48177642,0.4280797
20721,2025-10,1,0.4611260053619303,0.4575835475578406,2.01,1.72,0.54922587,0.4238898,0.43270263,0.46553922
20722,2025-10,1,0.30158730158730157,0.2931034482758621,3.08,1.33,0.32336038,0.39736763,0.4142447,0.3096834
20723,2025-10,1,0.42857142857142855,0.4125,2.16,1.62,0.41045633,0.40380344,0.40334576,0.4357203
20724,2025-10,1,0.6136363636363636,0.6301703163017031,1.53,2.43,0.5791575,0.542109,0.50658834,0.6113483
20725,2025-10,0,0.574025974025974,0.5586734693877551,1.64,2.21,0.47846094,0.50265086,0.5584227,0.5747344
20726,2025-10,0,0.6190476190476191,0.639225181598063,1.52,2.47,0.65125114,0.550383,0.57593614,0.5927777
20727,2025-10,1,0.7344398340248962,0.7185501066098081,1.28,3.54,0.66630423,0.6129961,0.5473559,0.64108086
20728,2025-10,1,0.6737089201877935,0.6689814814814815,1.39,2.87,0.62631166,0.55326474,0.5711904,0.67575884
20729,2025-10,1,0.5226666666666666,0.5242966751918159,1.79,1.96,0.5328535,0.49467593,0.46923837,0.52178943
20730,2025-10,1,0.4285714285714286,0.43544303797468353,2.2,1.65,0.53638107,0.45862335,0.422156,0.40578288
20731,2025-10,1,0.46276595744680854,0.42105263157894735,2.02,1.74,0.46161628,0.4047989,0.44514865,0.46401915
20732,2025-10,1,0.42931937172774864,0.42676767676767674,2.18,1.64,0.5213174,0.5437092,0.50090486,0.4083913
20733,2025-10,1,0.4960212201591513,0.5,1.9,1.87,0.61586785,0.559033,0.4732542,0.43363398
20734,2025-10,1,0.6713947990543735,0.6492890995260664,1.39,2.84,0.5469455,0.45644474,0.61840826,0.6131577
20735,2025-10,0,0.44708994708994704,0.46035805626598464,2.09,1.69,0.51444435,0.53834915,0.51337516,0.48818287
20736,2025-10,0,0.5226666666666666,0.5063938618925831,1.79,1.96,0.4425184,0.44536147,0.5536307,0.54144895
20737,2025-10,0,0.4109947643979057,0.414572864321608,2.25,1.57,0.44011346,0.38033494,0.33898523,0.37096924
20738,2025-10,0,0.43007915567282323,0.4170854271356784,2.16,1.63,0.57848966,0.5437895,0.4880003,0.46663108
20739,2025-10,0,0.5526315789473685,0.5051282051282052,1.7,2.1,0.6764131,0.6605339,0.6182794,0.6212243
20740,2025-10,1,0.554089709762533,0.6180048661800486,1.69,2.1,0.63708436,0.64008695,0.62122285,0.6430601
20741,2025-10,0,0.642156862745098,0.645083932853717,1.46,2.62,0.6541431,0.69890445,0.6631912,0.66593283
20742,2025-10,1,0.5054054054054055,0.5192802056555269,1.83,1.87,0.5965373,0.5261203,0.55750144,0.5078181
20743,2025-10,1,0.5519999999999999,0.541025641025641,1.68,2.07,0.51112616,0.534093,0.5424582,0.5693044
20744,2025-10,0,0.4704301075268817,0.46272493573264784,1.97,1.75,0.37028682,0.3985342,0.45368734,0.509861
20745,2025-10,1,0.5292553191489361,0.48593350383631717,1.77,1.99,0.5777012,0.56546926,0.5367446,0.5299054
20746,2025-10,1,0.48,0.48849104859335046,1.95,1.8,0.46358737,0.45645428,0.50010073,0.50037515
20747,2025-10,1,0.6081424936386769,0.6167076167076166,1.54,2.39,0.6242665,0.60353434,0.575024,0.63202935
20748,2025-10,1,0.4760638297872341,0.4652956298200514,1.97,1.79,0.54342955,0.5145232,0.47425538,0.44390288
20749,2025-10,0,0.5631578947368422,0.5707070707070707,1.66,2.14,0.66129816,0.60788375,0.5813192,0.56552577
20750,2025-10,1,0.4233766233766234,0.4160401002506265,2.22,1.63,0.6708221,0.58904934,0.6186571,0.38448805
20751,2025-10,0,0.4562334217506631,0.46410256410256406,2.05,1.72,0.55093795,0.5358857,0.5407084,0.45660686
20752,2025-10,0,0.4145077720207254,0.434010152284264,2.26,1.6,0.45851436,0.44669312,0.46022207,0.4171535
20753,2025-10,1,0.35872235872235875,0.3475177304964539,2.61,1.46,0.46404618,0.39534184,0.38216537,0.36404005
20754,2025-10,0,0.6010230179028133,0.5914786967418546,1.56,2.35,0.5453085,0.5813905,0.52020377,0.62014836
20755,2025-10,0,0.5145888594164455,0.5153846153846154,1.83,1.94,0.46402907,0.48611394,0.526919,0.5234623
20756,2025-10,0,0.5564304461942258,0.565989847715736,1.69,2.12,0.48046058,0.4802509,0.45070958,0.57657814
20757,2025-10,0,0.4878706199460916,0.5244215938303342,1.9,1.81,0.47846603,0.4702693,0.47384062,0.49163264
20758,2025-10,0,0.39331619537275064,0.41353383458646614,2.36,1.53,0.41953403,0.3452933,0.3447687,0.33823842
20759,2025-10,0,0.35891089108910884,0.3595238095238095,2.59,1.45,0.4223104,0.37279353,0.33791858,0.3421627
20760,2025-10,1,0.45454545454545453,0.4769230769230769,2.04,1.7,0.44619647,0.4554618,0.49462977,0.46872932
20761,2025-10,1,0.5121293800539084,0.48843187660668386,1.81,1.9,0.61569834,0.51454246,0.50686127,0.5177718
20762,2025-10,1,0.41994750656167984,0.420654911838791,2.21,1.6,0.31133273,0.3859972,0.45436126,0.43695623
20763,2025-10,0,0.3564356435643564,0.33874709976798145,2.6,1.44,0.32655317,0.36851564,0.3163033,0.29044202
20764,2025-10,0,0.35891089108910884,0.34426229508196726,2.59,1.45,0.4959387,0.40537778,0.4036463,0.35054445
20765,2025-10,0,0.5161290322580646,0.493573264781491,1.8,1.92,0.4173391,0.46177083,0.4459454,0.52021253
20766,2025-10,0,0.5241935483870968,0.46923076923076923,1.77,1.95,0.34785262,0.4223749,0.45354462,0.5299688
20767,2025-10,1,0.5493333333333332,0.5804020100502513,1.69,2.06,0.6830711,0.601206,0.581859,0.58138686
20768,2025-10,0,0.5108108108108108,0.5244215938303342,1.81,1.89,0.40802723,0.40699917,0.4355731,0.52801776
20769,2025-10,0,0.45599999999999996,0.4552429667519181,2.04,1.71,0.5465688,0.46600837,0.48728642,0.47908202
